price,speed,hd,ram,screen,ads
2195,33,214,8,14,298
2190,50,214,4,15,298
2994,33,540,16,14,298
1544,50,130,4,14,298
2890,33,540,16,15,298
2995,66,424,16,15,298
2294,50,214,4,14,298
1559,33,170,4,14,298
3789,66,527,8,15,298
1895,33,107,4,14,298
1919,50,170,4,14,298
2144,25,426,8,14,298
2295,33,426,8,14,298
2595,50,340,4,14,298
2648,66,245,8,14,298
2590,66,426,8,15,298
1049,33,80,2,14,298
3495,66,500,16,14,298
1667,33,107,8,14,298
1744,33,107,2,14,298
2244,33,426,8,14,298
2295,50,340,8,15,298
1490,25,107,2,14,298
2595,33,540,16,14,298
2144,66,107,2,14,298
4495,66,1100,16,14,298
2444,66,214,4,14,298
2325,66,250,4,15,298
3895,66,1370,8,14,298
1975,33,250,8,14,298
1895,66,107,2,14,298
2299,66,245,8,14,298
2344,66,214,4,14,298
2999,66,320,8,15,298
2170,33,340,8,14,298
2190,33,426,8,15,298
2834,66,426,8,15,298
1944,25,214,4,14,298
1894,33,107,2,14,298
2099,33,120,4,14,298
2225,66,340,8,15,298
2299,66,120,4,14,298
2095,25,214,8,14,298
2644,25,540,16,14,298
3594,33,452,8,14,298
2995,66,540,16,14,298
2244,33,214,4,14,298
2990,50,540,16,15,298
1939,66,210,4,15,298
4694,66,1100,16,14,298
2039,66,170,4,14,298
1495,33,107,2,14,298
3334,66,540,16,15,298
3794,66,452,8,14,298
2999,66,345,16,15,298
2094,66,107,2,14,298
2694,25,540,16,14,298
1395,25,170,4,15,298
1948,66,130,4,14,298
3694,50,452,8,14,298
1567,25,107,8,14,298
2125,66,250,8,15,298
2745,66,250,8,17,298
1944,33,107,2,14,298
1499,33,130,4,14,298
2999,66,450,8,15,298
1594,25,107,4,14,298
1995,25,426,8,14,298
2095,33,212,4,17,298
2815,50,340,8,17,298
2495,66,426,8,14,298
3999,66,450,8,17,298
2690,33,540,16,15,298
3144,50,540,16,14,298
1449,25,120,4,14,298
1994,50,107,2,14,298
2495,25,540,16,14,298
3670,66,500,16,14,298
2794,50,340,4,14,298
1729,66,170,4,14,298
2690,33,540,16,14,298
4095,66,500,16,17,298
2590,25,540,16,15,298
2244,25,426,8,14,298
1799,33,250,4,14,298
2595,33,340,8,17,298
1599,66,130,4,14,298
2390,33,426,8,14,298
2675,66,340,8,17,298
2890,33,540,16,14,298
3090,66,540,16,15,298
1975,66,250,4,14,298
2944,33,540,16,14,298
1990,66,107,2,14,298
1895,33,250,8,15,298
2145,66,250,4,14,298
2694,33,340,4,14,298
1844,33,107,2,14,298
2990,50,540,16,14,298
2590,66,426,8,14,298
2015,66,210,4,14,298
1694,33,107,2,14,298
2395,33,212,8,17,298
4395,50,1100,16,14,298
3244,66,540,16,14,298
2945,66,250,8,15,298
2199,66,340,4,14,298
1890,50,107,2,15,298
2294,33,426,8,14,298
1745,33,210,4,14,298
2395,33,340,8,17,298
2395,66,107,4,14,298
1570,33,214,4,14,298
2699,33,345,16,15,298
1895,33,212,8,15,298
1709,33,210,4,15,298
2194,33,214,4,14,298
1395,25,107,4,14,298
1639,66,130,4,14,298
2095,33,426,8,14,298
2195,33,107,4,14,298
1790,25,214,4,14,298
3044,33,540,16,14,298
2599,50,230,4,14,298
1890,33,214,4,15,298
2490,50,426,8,15,298
1749,33,230,4,14,298
1499,33,170,4,14,298
3899,66,345,16,17,298
2470,50,340,8,15,298
3948,33,345,16,17,298
1499,25,170,4,14,298
1894,25,214,8,14,298
4248,66,345,16,17,298
3048,33,345,16,15,298
2044,33,214,4,14,298
3595,66,500,16,15,298
1644,25,107,2,14,298
1865,33,250,4,14,298
1795,33,212,8,14,298
2095,33,340,8,15,298
2694,66,426,8,14,298
1899,33,230,4,14,298
2425,33,545,8,14,298
2799,66,450,8,15,298
1795,33,214,8,14,298
2015,33,250,8,15,298
2895,50,540,16,14,298
1790,25,214,4,15,298
1694,33,107,4,14,298
1728,25,120,4,14,298
3609,66,527,4,15,298
2490,50,426,8,14,298
2075,33,250,8,15,298
2290,66,214,4,15,298
2799,33,240,4,14,298
2465,33,250,8,17,298
1790,33,107,2,14,298
3348,66,345,16,15,298
1399,33,130,4,14,298
1399,25,170,4,14,298
2044,66,107,2,14,298
3044,50,540,16,14,298
1595,33,212,4,15,298
1395,25,107,2,14,298
2348,33,245,8,14,298
1845,33,250,8,15,298
2394,33,107,4,14,298
1995,33,214,4,14,298
1945,33,340,8,15,298
1670,33,212,4,14,298
1470,25,170,4,14,298
1970,33,212,8,14,298
3595,66,452,8,14,298
2244,50,214,4,14,298
1599,25,170,4,14,298
3090,66,540,16,14,298
1749,33,170,4,14,298
2144,33,214,4,14,298
1944,50,107,2,14,298
2359,33,340,8,17,298
1848,33,130,4,14,298
2190,33,426,8,14,298
3194,66,540,16,14,298
1695,33,107,2,14,298
2744,66,426,8,14,298
2990,50,528,16,14,246
1895,66,107,2,14,246
2395,50,426,8,14,246
2294,33,426,8,14,246
2199,66,340,4,14,246
1890,33,212,4,14,246
3499,66,527,4,14,246
2399,33,340,8,15,246
3348,66,345,16,15,246
2295,50,340,8,15,246
2099,33,120,4,14,246
1944,33,107,2,14,246
2590,25,528,16,15,246
1699,33,212,4,14,246
2644,25,528,16,14,246
1995,33,214,4,14,246
3699,66,345,16,17,246
2295,33,426,8,14,246
1579,25,120,4,14,246
1795,33,214,4,14,246
2795,33,528,16,14,246
2090,33,214,4,15,246
1490,25,107,2,14,246
2499,50,340,8,15,246
2599,66,340,8,15,246
1999,66,170,4,14,246
1579,50,170,4,14,246
2594,50,426,8,14,246
1749,50,212,4,14,246
1499,33,170,4,14,246
1990,66,107,2,15,246
1894,25,120,4,14,246
1790,33,107,2,14,246
3599,66,527,4,15,246
2294,50,214,4,14,246
1899,25,120,4,14,246
1944,33,214,4,14,246
2590,66,426,8,14,246
1929,66,210,4,15,246
2995,66,540,16,14,246
2544,50,426,8,14,246
1495,33,212,4,14,246
1974,25,120,4,14,246
1809,50,210,4,15,246
1895,33,212,8,15,246
2244,33,426,8,14,246
2890,33,528,16,14,246
2690,33,528,16,14,246
2194,25,426,8,14,246
2395,33,212,8,17,246
1395,25,170,4,15,246
2199,50,230,8,15,246
1779,33,120,4,14,246
2190,33,426,8,14,246
2095,33,212,4,17,246
1490,25,107,2,15,246
1859,33,120,4,14,246
1994,50,107,2,14,246
1395,25,107,4,14,246
3094,50,528,16,14,246
1695,33,107,2,14,246
1469,33,170,4,14,246
2144,33,214,4,14,246
3789,66,527,8,15,246
2044,50,107,2,14,246
2798,66,340,8,15,246
2299,66,120,4,14,246
3094,66,245,4,14,246
1944,25,214,4,14,246
1844,25,214,4,14,246
1999,66,245,8,14,246
1379,25,212,4,14,246
1799,33,170,4,14,246
2190,33,212,8,14,246
1890,33,214,4,15,246
2495,66,426,8,14,246
4095,66,500,16,17,246
2490,50,426,8,15,246
1659,25,120,4,14,246
1899,33,120,4,14,246
3899,66,345,16,17,246
2344,33,426,8,14,246
2744,25,528,16,14,246
2190,33,426,8,15,246
2248,33,245,8,14,246
1594,25,107,2,14,246
2744,33,528,16,14,246
2784,33,245,8,14,246
1695,25,214,4,14,246
2090,25,426,8,14,246
2144,66,107,2,14,246
2844,33,528,16,14,246
1865,25,170,4,17,246
2544,33,426,8,14,246
1549,25,212,4,14,246
2590,66,426,8,15,246
2290,66,214,4,15,246
2994,33,528,16,14,246
1790,25,214,4,14,246
2444,66,214,4,14,246
2144,25,426,8,14,246
1399,33,130,4,14,246
2090,25,426,8,15,246
2099,33,120,4,14,246
3334,66,540,16,15,246
3849,66,450,16,15,246
1449,25,120,4,14,246
2469,33,245,8,14,246
1644,25,107,2,14,246
2095,33,426,8,14,246
2899,50,240,4,14,246
1499,66,130,4,14,246
1644,33,107,2,14,246
1279,33,130,4,14,246
2390,33,426,8,15,246
2044,33,214,4,14,246
2694,25,528,16,14,246
2244,50,214,4,14,246
1890,50,107,2,15,246
2044,66,107,2,14,246
2699,66,340,8,15,246
1479,50,130,4,14,246
2579,33,340,4,14,246
2344,33,120,4,14,246
2344,50,214,4,14,246
1990,66,107,2,14,246
2439,50,340,8,17,246
3194,66,424,16,15,246
2329,33,340,8,17,246
1544,25,107,2,14,246
1590,33,107,2,15,246
1894,25,214,4,14,246
1899,33,245,8,14,246
2498,50,230,4,14,246
2244,33,214,4,14,246
3515,66,424,16,17,246
1599,25,120,4,14,246
1369,33,130,4,14,246
2998,66,450,8,15,246
1879,50,170,4,14,246
1995,25,426,8,14,246
2394,66,214,4,14,246
1790,25,214,4,15,246
2190,50,214,4,14,246
3244,66,528,16,14,246
2390,33,340,8,14,246
2694,66,426,8,14,246
2644,66,426,8,14,246
2744,66,426,8,14,246
3499,50,450,8,15,246
1395,25,107,2,14,246
2779,66,245,4,14,246
2815,50,340,8,17,246
1699,66,170,4,14,246
999,33,80,2,14,246
2244,25,426,8,14,246
1599,66,130,4,14,246
2348,66,245,8,14,246
2290,66,214,4,14,246
2794,33,528,16,14,246
3144,66,528,16,14,246
1969,50,340,4,14,246
1744,33,107,2,14,246
2094,33,120,4,14,246
1999,33,170,4,14,246
1519,50,130,4,14,246
1799,33,120,4,14,246
1795,50,107,2,14,246
1694,33,107,2,14,246
1495,33,107,2,14,246
2195,66,214,4,14,246
1789,33,212,4,14,246
2999,33,450,16,15,246
3399,33,450,8,15,246
1844,33,107,2,14,246
3044,33,528,16,14,246
1994,33,214,4,14,246
1295,25,170,4,14,246
2090,33,214,4,14,246
3495,66,500,16,14,246
2490,50,426,8,14,246
4999,66,525,8,17,246
1748,33,130,4,14,246
2990,50,528,16,15,246
1590,33,107,2,14,246
3199,66,450,8,15,246
4248,66,345,16,17,246
2190,50,214,4,15,246
2595,33,340,8,17,246
2174,33,120,4,14,246
2834,66,426,8,15,246
2944,33,528,16,14,246
1599,33,212,4,14,246
2590,25,528,16,14,246
1769,33,170,4,14,246
2995,66,424,16,15,246
1848,66,130,4,14,246
3148,66,345,16,15,246
3595,66,500,16,15,246
2690,50,340,8,15,246
2495,25,528,16,14,246
2899,50,320,8,15,246
1999,33,230,8,15,246
2194,33,214,4,14,246
3890,66,500,16,14,246
1690,25,170,4,14,246
2444,33,426,8,14,246
4104,66,527,8,15,246
2894,33,340,4,14,246
1790,33,107,2,15,246
1995,33,340,8,14,246
3194,66,528,16,14,246
2414,33,120,4,14,246
2699,33,240,4,14,246
2344,66,214,4,14,246
3814,66,527,4,14,246
2494,33,426,8,14,246
2890,33,528,16,15,246
4048,66,345,16,17,246
1499,25,120,4,14,246
3144,50,528,16,14,246
1795,33,212,8,14,246
3044,50,528,16,14,246
2995,66,528,16,14,246
2390,33,426,8,14,246
2799,66,345,16,15,246
2094,66,107,2,14,246
1890,50,107,2,14,246
2999,66,345,16,15,246
2644,50,426,8,14,246
2095,50,214,4,14,246
3090,66,528,16,15,246
3090,66,528,16,14,246
3914,66,527,4,15,246
1595,33,212,4,15,246
1944,50,107,2,14,246
2690,33,528,16,15,246
2895,50,528,16,14,246
2029,33,120,4,14,246
1699,33,210,4,15,246
1890,33,214,4,14,246
1894,33,107,2,14,246
2595,33,528,16,14,246
2559,66,340,8,17,246
2095,33,340,8,15,246
1939,66,212,4,14,246
2544,33,426,8,14,283
5399,66,1200,32,17,283
2090,33,214,4,15,283
2025,66,340,4,15,283
2195,33,212,4,17,283
2590,66,426,8,15,283
2190,50,214,4,15,283
2014,25,212,4,14,283
1709,25,120,4,14,283
2344,50,340,8,15,283
2395,50,426,8,14,283
3904,66,527,8,15,283
1644,33,107,2,14,283
2190,33,426,8,14,283
2744,66,426,8,14,283
1790,33,212,4,14,283
3634,66,527,4,15,283
2095,33,426,8,14,283
1299,25,120,4,14,283
3385,66,1370,8,14,283
1844,33,107,2,14,283
1395,33,212,4,14,283
2744,25,528,16,14,283
2144,25,426,8,14,283
2295,33,426,8,14,283
1995,33,214,4,14,283
1539,25,120,4,14,283
2645,66,340,8,17,283
2090,25,426,8,14,283
2999,66,340,4,15,283
1899,25,120,4,14,283
1649,25,120,4,14,283
1699,66,170,4,14,283
1395,25,107,2,14,283
1769,33,170,4,14,283
1894,25,214,4,14,283
1599,33,212,4,14,283
2565,33,340,8,17,283
2899,50,240,4,14,283
1694,33,107,2,14,283
2375,66,340,8,15,283
2344,66,214,4,14,283
1594,25,107,2,14,283
1995,25,426,8,14,283
2749,33,340,4,15,283
2225,66,340,8,15,283
1999,33,340,8,14,283
1994,50,240,4,15,283
1994,33,214,4,14,283
2364,33,212,4,14,283
2795,33,528,16,14,283
1595,33,212,4,14,283
2590,25,528,16,14,283
2165,33,340,8,15,283
2495,66,426,8,14,283
2390,33,340,8,14,283
2090,25,426,8,15,283
2374,33,120,4,14,283
2244,33,214,4,14,283
2498,50,340,8,15,283
2329,33,340,8,17,283
2595,33,528,16,14,283
2290,66,214,4,15,283
2495,66,340,8,15,283
2190,50,214,4,14,283
2459,33,340,4,14,283
1395,25,107,4,14,283
2390,33,426,8,15,283
1599,25,120,4,14,283
2644,50,426,8,14,283
1695,25,214,4,14,283
2095,66,340,4,15,283
2144,66,107,2,14,283
2699,66,245,8,15,283
2595,33,340,8,17,283
1990,66,107,2,14,283
1499,25,120,4,14,283
1944,25,214,4,14,283
1999,66,170,4,14,283
2244,50,214,4,14,283
2294,33,426,8,14,283
3015,66,340,8,17,283
2699,66,245,8,15,283
2499,33,250,8,15,283
3144,66,528,16,14,283
1799,33,230,4,14,283
2290,66,214,4,14,283
1949,50,340,4,14,283
2395,50,340,4,17,283
1929,66,210,4,15,283
1799,33,120,4,14,283
3899,66,540,16,17,283
3334,66,528,16,15,283
2795,66,545,8,14,283
1469,33,170,4,14,283
2439,50,340,8,17,283
1644,25,107,2,14,283
2444,33,426,8,14,283
2249,33,230,4,15,283
3044,50,528,16,14,283
2494,33,426,8,14,283
1789,33,120,4,14,283
2990,50,528,16,15,283
1944,33,107,2,14,283
2090,33,214,4,14,283
3135,33,1370,8,14,283
1995,33,340,8,15,283
1790,25,214,4,15,283
3315,66,545,8,17,283
1790,25,214,4,14,283
1925,33,250,4,15,283
2705,66,545,8,15,283
3144,50,528,16,14,283
1890,50,107,2,15,283
2694,66,426,8,14,283
2044,33,170,4,15,283
1925,66,340,4,14,283
2559,66,340,8,17,283
1295,25,170,4,14,283
2590,25,528,16,15,283
2095,50,214,4,14,283
2104,33,120,4,14,283
2644,66,426,8,14,283
2644,25,528,16,14,283
1990,66,107,2,15,283
2149,66,340,4,14,283
2449,50,230,4,15,283
2294,50,214,4,14,283
1944,33,214,4,14,283
1544,25,170,4,15,283
1699,33,210,4,15,283
1995,33,340,8,14,283
3319,66,527,4,15,283
3244,66,528,16,14,283
2299,66,120,4,14,283
1590,33,107,2,15,283
2774,33,340,4,14,283
3589,66,527,8,15,283
2495,25,528,16,14,283
1809,50,210,4,15,283
1519,50,130,4,14,283
1299,25,170,4,14,283
1395,25,170,4,14,283
1785,33,340,4,15,283
2194,33,214,4,14,283
999,33,80,2,14,283
3065,33,545,8,17,283
1845,50,240,4,14,283
3044,33,528,16,14,283
2690,33,528,16,14,283
2099,33,120,4,14,283
1699,25,212,4,14,283
1964,25,120,4,14,283
3194,66,528,16,14,283
1490,25,107,2,15,283
2244,25,426,8,14,283
2059,33,120,4,14,283
3094,50,528,16,14,283
1795,50,107,2,14,283
2844,33,528,16,14,283
2994,33,528,16,14,283
2475,33,545,8,15,283
2049,33,212,4,14,283
3090,66,528,16,14,283
2744,33,528,16,14,283
2729,66,245,4,15,283
1944,50,107,2,14,283
2344,33,426,8,14,283
1685,33,340,4,14,283
1695,33,107,2,14,283
1495,33,107,2,14,283
2195,50,340,8,14,283
2195,66,214,4,14,283
2890,33,528,16,15,283
2199,50,230,8,15,283
2395,66,340,8,15,283
2295,50,340,8,15,283
1490,25,107,2,14,283
1895,33,170,4,14,283
1890,33,214,4,14,283
1795,33,214,4,14,283
1799,33,170,4,14,283
1899,50,340,4,14,283
2875,33,1370,4,15,283
2044,33,214,4,14,283
2394,66,214,4,14,283
2244,33,426,8,14,283
2094,66,107,2,14,283
2344,50,214,4,14,283
1895,66,107,2,14,283
2690,66,340,8,15,283
1895,25,170,4,17,283
1844,25,214,4,14,283
2799,66,340,16,15,283
1894,33,107,2,14,283
4999,66,525,8,17,283
1544,25,107,2,14,283
1690,25,170,4,14,283
3649,66,450,8,15,283
2545,33,545,8,14,283
1890,50,107,2,14,283
2834,66,426,8,15,283
2490,50,340,8,15,283
2044,66,107,2,14,283
2794,33,528,16,14,283
1279,33,130,4,14,283
2815,50,340,8,17,283
3595,66,340,16,17,283
2315,33,545,4,15,283
1449,25,120,4,14,283
1369,33,130,4,14,283
1479,50,130,4,14,283
2649,50,340,8,15,283
2095,33,250,4,15,283
1999,33,170,4,14,283
2390,33,426,8,14,283
1599,66,130,4,14,283
2595,66,340,4,17,283
1790,33,107,2,14,283
2190,50,340,4,14,283
1879,50,170,4,14,283
2194,25,426,8,14,283
1399,33,212,4,14,283
1995,66,340,4,14,283
2095,33,340,8,15,283
2674,33,245,8,14,283
2044,50,107,2,14,283
2995,66,528,16,14,283
1995,33,212,4,17,283
2390,66,340,4,14,283
1395,25,170,4,15,283
2995,66,424,16,15,283
2999,66,450,16,15,283
2944,33,528,16,14,283
3515,66,424,16,17,283
2690,33,528,16,15,283
1990,33,212,4,14,283
1994,50,107,2,14,283
2799,66,450,8,15,283
2990,50,528,16,14,283
2359,33,245,8,14,283
2345,66,250,4,15,283
2175,66,250,4,15,283
2544,50,426,8,14,283
1899,33,120,4,14,283
2490,50,426,8,15,283
3190,66,424,16,15,283
1590,33,107,2,14,283
2565,66,545,4,15,283
2895,50,528,16,14,283
3198,66,450,16,15,283
3199,66,340,16,15,283
2024,25,120,4,14,283
1789,33,250,4,14,283
2145,33,340,8,15,283
1854,25,120,4,14,283
1790,33,107,2,15,283
2415,33,340,8,17,283
3249,66,450,4,15,283
1895,50,340,4,15,283
2590,66,426,8,14,283
2190,33,426,8,15,283
2795,66,340,8,17,283
2890,33,528,16,14,283
2490,50,426,8,14,283
2144,33,214,4,14,283
1539,25,212,4,14,283
2694,25,528,16,14,283
2699,33,240,4,14,283
2594,50,426,8,14,283
3044,66,245,4,15,283
1579,50,170,4,14,283
2999,66,424,8,15,283
1695,33,212,4,15,283
1890,33,214,4,15,283
2444,66,214,4,14,283
1795,50,340,4,14,283
1744,33,107,2,14,283
1449,25,212,4,14,283
3125,66,1370,4,15,283
1495,33,212,4,15,283
3090,66,528,16,15,283
1499,33,212,4,14,283
2995,66,340,16,15,259
3199,66,340,16,15,259
3334,66,528,16,15,259
3595,66,452,8,14,259
1899,33,120,4,14,259
2090,33,214,4,15,259
3244,66,528,16,14,259
1644,25,107,2,14,259
3044,33,528,16,14,259
1295,25,212,4,14,259
1798,25,120,4,14,259
1690,25,212,4,14,259
3708,66,527,8,15,259
2495,66,424,8,15,259
2790,50,426,8,14,259
1890,33,214,4,15,259
1795,33,214,8,14,259
3395,33,452,8,14,259
2095,33,212,4,17,259
2890,33,528,16,15,259
2344,50,214,4,14,259
2390,25,426,8,14,259
1964,25,120,4,14,259
3015,66,424,8,17,259
2190,50,107,2,14,259
3515,66,424,16,17,259
1899,25,120,4,14,259
2690,33,528,16,15,259
2490,50,426,8,15,259
3544,66,340,16,17,259
1925,66,340,4,15,259
2545,66,340,8,17,259
2995,66,528,8,15,259
2125,66,340,8,15,259
2395,50,426,8,14,259
1825,66,340,4,14,259
2390,33,214,4,14,259
2244,50,214,4,14,259
2475,33,340,8,17,259
2699,66,245,8,15,259
2144,25,426,8,14,259
2644,50,426,8,14,259
2799,50,230,8,15,259
2099,33,120,4,14,259
1995,33,424,8,14,259
2705,66,340,8,17,259
2799,66,450,8,15,259
3205,66,1370,8,14,259
3899,66,527,16,17,259
2729,66,245,4,15,259
2444,66,214,4,14,259
2395,50,424,4,17,259
2095,33,212,4,17,259
2995,66,424,16,15,259
2329,33,340,8,17,259
2390,33,424,8,14,259
1649,25,120,4,14,259
2290,66,107,2,14,259
1828,25,120,4,14,259
2395,66,340,8,15,259
2944,33,528,16,14,259
1890,33,212,4,14,259
2605,66,545,8,15,259
2095,33,426,8,14,259
2024,25,120,4,14,259
3090,66,528,16,15,259
2590,66,426,8,15,259
1790,33,107,2,15,259
3714,66,527,4,15,259
2499,66,424,8,15,259
3144,66,528,16,14,259
2899,50,240,4,14,259
2390,66,424,4,14,259
2375,33,545,8,15,259
1945,33,340,4,15,259
2090,25,214,4,14,259
2168,33,212,4,14,259
2890,66,426,8,14,259
2595,33,424,8,17,259
3198,66,450,16,15,259
2890,25,528,16,14,259
1744,33,107,2,14,259
2685,66,545,8,14,259
2044,66,107,2,14,259
1999,50,245,4,15,259
2095,50,214,4,14,259
2285,66,340,8,15,259
2364,33,212,4,14,259
1844,25,214,4,14,259
1349,33,212,4,14,259
3044,50,528,16,14,259
2149,66,245,4,15,259
1890,33,107,2,14,259
1818,25,212,4,14,259
2999,66,340,8,15,259
1990,66,107,2,15,259
2990,50,528,16,15,259
1529,33,245,4,14,259
2144,33,214,4,14,259
1799,33,120,4,14,259
1799,33,230,4,14,259
2439,50,340,8,17,259
2055,33,340,8,15,259
1695,25,214,4,14,259
1644,33,107,2,14,259
2065,33,340,8,15,259
2295,50,424,8,15,259
2490,33,426,8,14,259
3144,50,528,16,14,259
2844,33,528,16,14,259
1944,33,107,2,14,259
1899,66,245,4,15,259
2185,25,528,8,14,259
1795,33,214,4,14,259
1844,33,107,2,14,259
2190,50,214,4,15,259
2595,33,528,16,14,259
1595,33,340,4,14,259
1495,33,107,4,14,259
1795,50,424,4,14,259
2374,33,120,4,14,259
2498,50,320,8,15,259
2175,66,340,4,15,259
1908,33,120,4,14,259
1999,33,340,8,14,259
1599,25,120,4,14,259
2090,25,426,8,15,259
1670,25,212,4,14,259
2478,33,245,8,14,259
2590,66,214,4,14,259
1749,50,245,4,15,259
1995,33,214,4,14,259
1929,33,245,4,15,259
3390,66,528,16,14,259
2044,50,107,2,14,259
3290,50,528,16,14,259
2175,33,425,8,15,259
1449,25,120,4,14,259
2795,33,528,16,14,259
1795,50,107,2,14,259
2359,33,245,8,14,259
2049,33,212,4,14,259
2895,50,528,16,14,259
2608,33,340,4,14,259
1944,25,214,4,14,259
2495,66,426,8,14,259
2405,66,425,8,15,259
2104,33,120,4,14,259
2190,33,214,4,14,259
2195,66,214,4,14,259
3589,66,527,8,15,259
2344,66,214,4,14,259
1695,33,340,4,15,259
1890,33,212,4,14,259
1854,25,120,4,14,259
2299,66,120,4,14,259
3044,66,245,4,15,259
2944,66,340,8,17,259
2145,33,340,4,15,259
1944,50,107,2,14,259
2144,66,107,2,14,259
1395,25,107,4,14,259
2244,33,214,4,14,259
2744,33,528,16,14,259
2674,33,245,8,14,259
1495,33,107,2,14,259
3205,66,545,8,17,259
2390,33,426,8,15,259
1395,25,107,2,14,259
2815,50,424,8,17,259
1599,50,245,4,14,259
2190,50,424,4,14,259
3678,66,527,8,15,259
1695,33,107,2,14,259
1895,25,212,4,17,259
1275,25,212,4,14,259
3399,66,527,4,15,259
1789,33,120,4,14,259
2699,33,240,4,14,259
2544,33,426,8,14,259
2744,66,426,8,14,259
1790,25,214,4,15,259
1490,25,107,2,15,259
2315,33,340,8,17,259
2285,33,528,8,14,259
3904,66,527,8,15,259
1699,25,212,4,14,259
1695,25,214,8,14,259
2138,33,212,4,14,259
1895,66,107,2,14,259
2490,50,214,4,14,259
1995,66,424,4,14,259
2644,25,528,16,14,259
1699,33,245,4,15,259
1544,25,107,2,14,259
2744,50,340,8,17,259
2495,25,528,16,14,259
1995,25,426,8,14,259
1539,25,120,4,14,259
1878,33,120,4,14,259
2090,33,107,2,14,259
1299,25,120,4,14,259
2044,33,214,4,14,259
5399,66,1200,32,17,259
1395,25,107,4,14,259
3365,66,450,16,15,259
1395,25,240,4,14,259
2014,25,212,4,14,259
2590,25,528,16,15,259
2295,66,340,8,15,259
1788,25,212,4,14,259
2975,33,545,8,17,259
3495,50,452,8,14,259
2578,33,340,4,14,259
1494,25,240,4,15,259
2999,66,450,16,15,259
2190,33,426,8,15,259
1590,33,107,2,15,259
2690,33,426,8,14,259
2489,33,340,4,14,259
2544,50,426,8,14,259
2848,66,245,4,15,259
2799,66,340,16,15,259
2059,33,120,4,14,259
1749,33,212,4,14,259
1495,33,212,4,14,259
2744,25,528,16,14,259
2699,66,245,8,15,259
1749,66,245,4,14,259
2818,66,245,4,15,259
1495,33,212,4,14,259
1790,25,107,2,14,259
1944,33,214,4,14,259
2344,33,426,8,14,259
1890,50,107,2,15,259
2644,66,426,8,14,259
1709,25,120,4,14,259
2244,25,426,8,14,259
2804,33,340,4,14,259
1795,50,340,4,14,259
2244,33,426,8,14,259
2995,66,528,16,14,259
2585,50,528,8,14,259
2595,66,424,4,17,259
2559,66,340,8,17,259
2375,66,340,4,15,259
2290,66,214,4,15,259
1895,33,340,8,15,259
2195,50,340,8,15,259
2295,33,426,8,14,259
2990,33,528,16,14,259
2455,33,545,8,14,259
1894,50,340,4,15,259
2448,33,245,8,14,259
2975,33,1370,8,14,259
2485,33,528,8,14,259
2685,66,528,8,14,259
3190,33,528,16,14,259
2444,33,426,8,14,259
2069,33,340,4,14,275
1709,25,170,4,14,275
1994,33,120,4,14,275
3090,66,528,16,15,275
1425,25,120,4,14,275
2995,66,528,16,14,275
1804,25,120,4,14,275
3015,66,424,8,17,275
1574,25,212,4,14,275
1535,33,340,4,14,275
1914,25,212,4,14,275
2214,25,120,4,14,275
2299,66,120,4,14,275
1999,33,250,4,14,275
3795,33,1000,16,14,275
1895,33,340,8,14,275
1795,50,424,4,14,275
1794,33,212,4,14,275
3899,66,527,16,17,275
1299,25,212,4,14,275
3144,66,528,16,14,275
1595,33,107,2,14,275
2890,66,426,8,14,275
2199,50,340,8,15,275
2449,25,245,4,14,275
3127,66,424,16,15,275
2995,66,528,8,15,275
2943,33,340,8,14,275
3190,50,528,16,14,275
2444,33,426,8,14,275
1995,33,424,8,14,275
1844,50,107,2,14,275
1494,33,240,4,15,275
2544,50,426,8,14,275
2290,66,214,4,15,275
1349,33,212,4,14,275
2095,33,426,8,14,275
2743,33,340,4,14,275
2135,33,540,8,15,275
2999,66,450,16,15,275
2495,25,528,16,14,275
1489,25,120,4,14,275
2644,66,426,8,14,275
2374,33,212,4,14,275
1590,33,107,2,15,275
1944,25,214,4,14,275
2654,33,340,4,14,275
1999,33,230,8,15,275
1990,33,214,4,15,275
5399,66,1200,32,17,275
2244,33,426,8,14,275
2134,25,245,4,14,275
1995,66,340,8,15,275
1499,33,170,4,14,275
2944,50,528,16,14,275
2785,33,1060,8,14,275
2854,33,340,8,14,275
2344,33,426,8,14,275
2320,33,528,8,14,275
3099,66,450,16,15,275
1644,33,107,2,14,275
2090,50,214,4,15,275
2744,25,528,16,14,275
3334,66,528,16,15,275
2844,33,528,16,14,275
2024,25,170,4,14,275
1799,25,424,4,14,275
2099,66,245,4,15,275
1890,33,214,4,15,275
1520,33,424,4,14,275
2290,33,214,4,14,275
2290,33,426,8,15,275
2969,33,340,4,14,275
2195,66,214,4,14,275
2944,66,340,8,17,275
2244,25,426,8,14,275
2190,33,214,4,14,275
1995,66,424,4,14,275
2490,33,426,8,14,275
2944,33,528,16,14,275
2185,33,340,8,17,275
1899,33,245,4,15,275
1790,25,107,2,14,275
1895,33,340,8,15,275
2444,66,214,4,14,275
2627,66,424,8,15,275
2995,66,340,16,15,275
2179,33,340,4,14,275
2444,50,426,8,14,275
3544,66,340,16,17,275
1649,33,245,4,15,275
1499,25,120,4,14,275
1798,25,170,4,14,275
2223,25,245,4,14,275
2999,66,340,8,15,275
3169,33,340,8,14,275
1999,33,340,8,14,275
1949,50,245,4,15,275
2059,33,212,4,14,275
2595,33,528,16,14,275
